,infestation_level,sample_date,x,y,sample_id
354,Severe,2021-08-02,-118.0961426,33.84023654,d4b0d09f-aee8-49a0-ad8c-b69fa1b34736
355,Severe,2021-08-02,-118.0961634,33.84038265,8c622573-996e-4505-b114-2011ddc5d84c
356,Severe,2021-08-02,-118.0960978,33.84032233,cbb95a21-03e2-42cd-9524-c9b397500ea5
357,Severe,2021-08-02,-118.0962826,33.84050693,d45e8fe6-d7d2-43c9-8ae1-d26d4bacacd8
358,Severe,2021-08-03,-118.0518846,34.03202915,edd9564e-ae06-488b-a6ed-c3ed5e7c9c1e
359,Moderate,2021-08-03,-118.052097,34.0320367,80c2f74d-4b9c-4cd5-8132-47049620ca2a
360,Low,2021-08-03,-118.0526744,34.032909,901cc306-1672-438e-8ff5-6db16f92539f
361,Moderate,2021-08-03,-118.0528464,34.03321934,de9f1bc1-4c54-4720-ac6f-0d24a2e32f5d
362,Severe,2021-08-09,-118.0520459,34.03473135,98a85ade-6ed1-44f3-a396-ef3b6f1a79a4
363,Severe,2021-08-09,-118.0521387,34.03482902,11100695-c726-4256-aa45-f038dfbfb592
364,Moderate,2021-08-09,-118.0518587,34.03516203,f2935adb-e379-4f33-b910-db5fc754a00f
365,Severe,2021-08-09,-118.0521135,34.03530384,9cdd763d-2b0f-4aa3-ae7d-f0dc6d6e8284
366,Severe,2021-08-09,-118.052809,34.0354372,dfac2df2-1267-48e7-a5bd-5cd4cfd05719
367,Moderate,2021-08-09,-118.051508,34.03566428,66c43757-21f6-49d3-ac28-9238627d6ad2
368,Severe,2021-08-16,-118.0507388,34.03718277,c813ae1e-eab1-4ada-abc5-76252569833e
369,Severe,2021-08-16,-118.0499031,34.03556733,66410999-0def-4220-8e1a-7e702f323a30
370,Unknown,2021-08-16,-118.0488359,34.03496559,c0764097-21da-496f-8b08-2b4b38bfbed1
371,Moderate,2021-08-16,-118.0495688,34.03462833,604abbc6-271c-4fee-b83c-74052481f4aa
372,Severe,2021-08-16,-118.0491503,34.033818,7665b4e5-29f9-4b78-b288-8886a805733b
373,Severe,2021-08-16,-118.048478,34.033429,4bb1fe1c-f63d-4345-8782-54506f860a5b
374,Severe,2021-08-19,-118.0446406,34.03466288,839a8fb9-7dfa-48a9-ba1b-23fa1cd9092e
375,Severe,2021-08-19,-118.0449816,34.03441686,1023e74c-c509-4227-a5ff-fa82354d0d6c
376,Unknown,2021-08-19,-118.0448071,34.034282,dc0696ad-e3a2-439c-a9ed-dd649fa968fd
377,Moderate,2021-09-20,-118.1723905,34.19391868,67c03901-fae4-4cb3-9fe8-f3b400d34549
378,Heavy,2021-09-20,-118.1752299,34.1916586,ba08fcbd-affc-401c-8eb9-14769f193664
379,Low,2021-09-21,-118.063151,34.03935006,3bf8565a-bcb5-4452-9f72-0ddc38b67150
380,Severe,2021-09-27,-118.1744484,34.19321886,8738c68c-524b-4a40-b383-4d5661903adc
381,Severe,2021-09-29,-118.1740602,34.19324788,039d5cd9-edee-4146-8deb-487530bbd11b
382,Moderate,2021-10-13,-118.1769705,34.18804159,7db72147-3aea-4197-aa5e-47c9cb16b7b3
383,Moderate,2021-10-20,-118.1758144,34.19082533,bd621b5a-685f-4f92-aa4b-01538ad98a69
384,Moderate,2021-10-20,-118.1771497,34.18972835,5e6a2190-f784-46f2-94aa-f292301b72d9
385,Low,2021-10-27,-118.1773353,34.18863493,68f372f8-00b0-437d-acf3-afa5909af8f9
386,Moderate,2021-10-27,-118.1772683,34.1878612,1b31b7ac-855c-4845-be94-673e37f9c32a
387,Moderate,2021-10-27,-118.1771122,34.1876709,a47332a1-ec97-4e1b-8c0d-0b0af5c747af
388,Heavy,2021-12-14,-118.170929,34.1912513,1ef18b76-a67d-4d70-8587-63091e84e159
389,Low,2021-06-17,-118.627802,34.105289,e3f16d85-94cb-4866-a78b-43c65505f44f
390,Low,2021-06-17,-118.524877,34.182132,d0128dc2-2f48-4fb9-9d2f-286c9549098b
391,Low,2021-07-26,-118.46143,34.07797,82a5a842-880b-4e8c-ae7d-97706f3fad94
392,Low,2021-07-26,-118.43494,34.074821,89164cac-d13e-456f-bc30-97eb1b13b54c
393,Low,2021-07-26,-118.268134,34.102043,819458b4-efe9-40d0-9249-8ee6dae6df63
394,Severe,2021-07-26,-118.429405,34.072909,08ec0f3a-9449-4ca5-a17e-20277aaa0c76
395,Severe,2021-07-26,-118.394455,34.144486,b54de5bf-6443-495f-95c3-3a32d328e417
396,Low,2021-07-26,-118.640231,34.150446,9afe0f5a-83f2-46f9-bd99-43e6f3123368
397,Low,2021-07-26,-118.317065,34.106736,3709c2f7-61e7-44c8-8f18-649bead5853f
398,Low,2021-07-26,-118.350077,34.080652,35a3b61d-9cb6-4043-9900-71665e3952c4
399,Severe,2021-07-26,-118.108295,33.864136,71603a34-c3cf-45d0-9eda-2edf78c09ba7
400,Moderate,2021-07-26,-118.81317,34.025911,bc0ceba1-cb66-44d6-87a8-5214e28a088f
401,Severe,2021-07-26,-118.258478,34.226101,97325c04-956b-4d58-a59a-5786ec4542a9
402,Severe,2021-07-26,-118.426867,34.170992,c6b3e09f-4e82-43aa-83b1-a8a389b62dec
403,Moderate,2021-07-26,-118.629212,34.110657,b2c55266-9c4a-4341-bd3d-5f2a4bb4b859
404,Moderate,2021-07-26,-118.395352,34.146302,b1de0863-cd18-4c40-b3b2-212e7d1c2a5c
405,Heavy,2020-12-30,-118.203401,34.100101,83efaadb-7547-4fb7-bb79-f37a0bae6069
406,Low,2020-12-17,-118.739033,34.146581,8f3793ce-49d0-4b3e-9482-f5076c012081
407,Heavy,2020-12-17,-118.6162933,34.144019,5cfafb12-5ce4-4954-8922-c781c16f52b9
408,Severe,2020-12-17,-117.806749,34.111714,9e3c1c9d-4eca-488c-8893-aba1a977c7e5
409,Low,2020-12-17,-118.710833,34.142722,e499a749-000a-4323-b26d-121528f5821c
