,satelite_type,sensor_type,satelite_number,processing_correction_level,wrs_path,wrs_row,acquisition_date,processing_date,collection_number,collection_category,folder_name
642,L,C,08,L2SP,040,037,2016-07-17,2020-09-06,02,T1,LC08_L2SP_040037_20160717_20200906_02_T1
643,L,C,08,L2SP,040,037,2017-03-30,2020-09-04,02,T1,LC08_L2SP_040037_20170330_20200904_02_T1
644,L,C,08,L2SP,040,037,2017-04-15,2020-09-04,02,T1,LC08_L2SP_040037_20170415_20200904_02_T1
645,L,C,08,L2SP,040,037,2017-08-05,2020-09-03,02,T1,LC08_L2SP_040037_20170805_20200903_02_T1
646,L,C,08,L2SP,040,037,2017-09-06,2020-09-03,02,T1,LC08_L2SP_040037_20170906_20200903_02_T1
647,L,C,08,L2SP,040,037,2018-01-28,2020-09-02,02,T1,LC08_L2SP_040037_20180128_20200902_02_T1
648,L,C,08,L2SP,040,037,2018-02-13,2020-09-02,02,T1,LC08_L2SP_040037_20180213_20200902_02_T1
649,L,C,08,L2SP,040,037,2020-06-10,2020-08-24,02,T1,LC08_L2SP_040037_20200610_20200824_02_T1
650,L,C,08,L2SP,040,037,2020-06-26,2020-08-24,02,T1,LC08_L2SP_040037_20200626_20200824_02_T1
651,L,C,08,L2SP,040,037,2020-12-03,2021-03-13,02,T1,LC08_L2SP_040037_20201203_20210313_02_T1
652,L,C,08,L2SP,040,037,2021-02-05,2021-03-02,02,T1,LC08_L2SP_040037_20210205_20210302_02_T1
653,L,C,08,L2SP,040,037,2021-09-17,2021-09-25,02,T1,LC08_L2SP_040037_20210917_20210925_02_T1
654,L,C,08,L2SP,040,037,2021-11-04,2021-11-16,02,T1,LC08_L2SP_040037_20211104_20211116_02_T1
655,L,C,08,L2SP,040,037,2022-02-24,2022-03-01,02,T1,LC08_L2SP_040037_20220224_20220301_02_T1
656,L,C,08,L2SP,041,036,2014-02-25,2020-09-11,02,T1,LC08_L2SP_041036_20140225_20200911_02_T1
657,L,C,08,L2SP,041,036,2014-06-17,2020-09-11,02,T1,LC08_L2SP_041036_20140617_20200911_02_T1
658,L,C,08,L2SP,041,036,2014-08-20,2020-09-11,02,T1,LC08_L2SP_041036_20140820_20200911_02_T1
659,L,C,08,L2SP,041,036,2015-11-11,2020-09-08,02,T1,LC08_L2SP_041036_20151111_20200908_02_T1
660,L,C,08,L2SP,041,036,2017-04-22,2020-09-04,02,T1,LC08_L2SP_041036_20170422_20200904_02_T1
661,L,C,08,L2SP,041,036,2017-06-09,2020-09-03,02,T1,LC08_L2SP_041036_20170609_20200903_02_T1
662,L,C,08,L2SP,041,036,2017-06-25,2020-09-03,02,T1,LC08_L2SP_041036_20170625_20200903_02_T1
663,L,C,08,L2SP,041,036,2017-07-27,2020-09-03,02,T1,LC08_L2SP_041036_20170727_20200903_02_T1
664,L,C,08,L2SP,041,036,2018-02-04,2020-09-02,02,T1,LC08_L2SP_041036_20180204_20200902_02_T1
665,L,C,08,L2SP,041,036,2018-03-08,2020-09-01,02,T1,LC08_L2SP_041036_20180308_20200901_02_T1
666,L,C,08,L2SP,041,036,2018-06-12,2020-08-31,02,T1,LC08_L2SP_041036_20180612_20200831_02_T1
667,L,C,08,L2SP,041,036,2018-06-28,2020-08-31,02,T1,LC08_L2SP_041036_20180628_20200831_02_T1
668,L,C,08,L2SP,041,036,2018-09-16,2020-08-30,02,T1,LC08_L2SP_041036_20180916_20200830_02_T1
669,L,C,08,L2SP,041,036,2019-08-18,2020-08-27,02,T1,LC08_L2SP_041036_20190818_20200827_02_T1
670,L,C,08,L2SP,041,036,2019-09-19,2020-08-26,02,T1,LC08_L2SP_041036_20190919_20200826_02_T1
671,L,C,08,L2SP,041,036,2019-10-21,2020-08-25,02,T1,LC08_L2SP_041036_20191021_20200825_02_T1
672,L,C,08,L2SP,041,036,2019-11-22,2020-08-25,02,T1,LC08_L2SP_041036_20191122_20200825_02_T1
673,L,C,08,L2SP,041,036,2020-01-25,2020-08-23,02,T1,LC08_L2SP_041036_20200125_20200823_02_T1
674,L,C,08,L2SP,041,036,2020-06-17,2020-08-24,02,T1,LC08_L2SP_041036_20200617_20200824_02_T1
675,L,C,08,L2SP,041,036,2021-01-11,2021-03-08,02,T1,LC08_L2SP_041036_20210111_20210308_02_T1
676,L,C,08,L2SP,041,036,2021-02-28,2021-03-11,02,T1,LC08_L2SP_041036_20210228_20210311_02_T1
677,L,C,08,L2SP,041,036,2021-04-01,2021-04-09,02,T1,LC08_L2SP_041036_20210401_20210409_02_T1
678,L,C,08,L2SP,041,036,2021-05-03,2021-05-08,02,T1,LC08_L2SP_041036_20210503_20210508_02_T1
679,L,C,08,L2SP,041,036,2022-01-14,2022-01-23,02,T1,LC08_L2SP_041036_20220114_20220123_02_T1
680,L,C,08,L2SP,041,037,2013-12-07,2020-09-12,02,T2,LC08_L2SP_041037_20131207_20200912_02_T2
681,L,C,08,L2SP,041,037,2014-05-16,2020-09-11,02,T1,LC08_L2SP_041037_20140516_20200911_02_T1
682,L,C,08,L2SP,041,037,2015-01-27,2020-09-09,02,T1,LC08_L2SP_041037_20150127_20200909_02_T1
683,L,C,08,L2SP,041,037,2015-06-20,2020-09-09,02,T1,LC08_L2SP_041037_20150620_20200909_02_T1
684,L,C,08,L2SP,041,037,2016-11-13,2020-09-05,02,T1,LC08_L2SP_041037_20161113_20200905_02_T1
685,L,C,08,L2SP,041,037,2017-12-02,2020-09-02,02,T1,LC08_L2SP_041037_20171202_20200902_02_T1
686,L,C,08,L2SP,041,037,2018-08-31,2020-08-31,02,T1,LC08_L2SP_041037_20180831_20200831_02_T1
687,L,C,08,L2SP,041,037,2021-05-03,2021-05-08,02,T1,LC08_L2SP_041037_20210503_20210508_02_T1
688,L,C,08,L2SP,042,036,2013-05-20,2020-09-12,02,T1,LC08_L2SP_042036_20130520_20200912_02_T1
689,L,C,08,L2SP,042,036,2013-10-11,2020-09-12,02,T1,LC08_L2SP_042036_20131011_20200912_02_T1
690,L,C,08,L2SP,042,036,2013-10-27,2020-09-12,02,T1,LC08_L2SP_042036_20131027_20200912_02_T1
691,L,C,08,L2SP,042,036,2014-12-17,2020-09-10,02,T1,LC08_L2SP_042036_20141217_20200910_02_T1
692,L,C,08,L2SP,042,036,2015-11-18,2020-09-08,02,T1,LC08_L2SP_042036_20151118_20200908_02_T1
693,L,C,08,L2SP,042,036,2017-06-16,2020-09-03,02,T1,LC08_L2SP_042036_20170616_20200903_02_T1
694,L,C,08,L2SP,042,036,2019-12-31,2020-08-24,02,T1,LC08_L2SP_042036_20191231_20200824_02_T1
695,L,C,08,L2SP,042,036,2021-08-14,2021-08-26,02,T1,LC08_L2SP_042036_20210814_20210826_02_T1
696,L,C,09,L2SP,040,036,2022-03-04,2022-03-06,02,T1,LC09_L2SP_040036_20220304_20220306_02_T1
697,L,C,08,L2SP,040,036,2013-07-09,2020-09-12,02,T1,LC08_L2SP_040036_20130709_20200912_02_T1
698,L,C,08,L2SP,040,036,2013-08-10,2020-09-12,02,T1,LC08_L2SP_040036_20130810_20200912_02_T1
699,L,C,08,L2SP,040,036,2015-04-26,2020-09-09,02,T1,LC08_L2SP_040036_20150426_20200909_02_T1
700,L,C,08,L2SP,040,036,2016-07-01,2020-09-06,02,T1,LC08_L2SP_040036_20160701_20200906_02_T1
701,L,C,08,L2SP,040,036,2016-07-17,2020-09-06,02,T1,LC08_L2SP_040036_20160717_20200906_02_T1
702,L,C,08,L2SP,040,036,2017-05-17,2020-09-04,02,T1,LC08_L2SP_040036_20170517_20200904_02_T1
