,satelite_type,sensor_type,satelite_number,processing_correction_level,wrs_path,wrs_row,acquisition_date,processing_date,collection_number,collection_category,folder_name
0,L,C,09,L2SP,041,037,2022-03-11,2022-03-13,02,T1,LC09_L2SP_041037_20220311_20220313_02_T1
1,L,C,09,L2SP,042,036,2021-12-12,2022-01-20,02,T1,LC09_L2SP_042036_20211212_20220120_02_T1
2,L,C,09,L2SP,042,036,2021-12-28,2022-01-21,02,T1,LC09_L2SP_042036_20211228_20220121_02_T1
3,L,C,09,L2SP,042,036,2022-02-14,2022-02-16,02,T1,LC09_L2SP_042036_20220214_20220216_02_T1
4,L,C,09,L2SP,042,036,2022-03-02,2022-03-04,02,T1,LC09_L2SP_042036_20220302_20220304_02_T1
5,L,C,08,L2SP,042,036,2021-05-26,2021-05-29,02,T1,LC08_L2SP_042036_20210526_20210529_02_T1
6,L,C,08,L2SP,042,036,2021-06-11,2021-06-22,02,T1,LC08_L2SP_042036_20210611_20210622_02_T1
7,L,C,08,L2SP,042,036,2021-06-27,2021-07-07,02,T1,LC08_L2SP_042036_20210627_20210707_02_T1
8,L,C,08,L2SP,042,036,2021-07-29,2021-08-04,02,T1,LC08_L2SP_042036_20210729_20210804_02_T1
9,L,C,08,L2SP,042,036,2021-10-01,2021-10-13,02,T1,LC08_L2SP_042036_20211001_20211013_02_T1
10,L,C,08,L2SP,042,036,2021-10-17,2021-10-26,02,T1,LC08_L2SP_042036_20211017_20211026_02_T1
11,L,C,08,L2SP,042,036,2021-11-02,2021-11-09,02,T1,LC08_L2SP_042036_20211102_20211109_02_T1
12,L,C,08,L2SP,042,036,2022-01-05,2022-01-14,02,T1,LC08_L2SP_042036_20220105_20220114_02_T1
13,L,C,08,L2SP,042,036,2022-01-21,2022-01-28,02,T1,LC08_L2SP_042036_20220121_20220128_02_T1
14,L,C,08,L2SP,042,036,2022-02-06,2022-02-12,02,T1,LC08_L2SP_042036_20220206_20220212_02_T1
15,L,C,09,L2SP,040,036,2021-11-23,2022-01-20,02,T1,LC09_L2SP_040036_20211123_20220120_02_T1
16,L,C,09,L2SP,040,036,2022-02-16,2022-02-25,02,T1,LC09_L2SP_040036_20220216_20220225_02_T1
17,L,C,09,L2SP,040,037,2021-11-23,2022-01-20,02,T1,LC09_L2SP_040037_20211123_20220120_02_T1
18,L,C,09,L2SP,040,037,2021-12-14,2022-01-20,02,T2,LC09_L2SP_040037_20211214_20220120_02_T2
19,L,C,09,L2SP,040,037,2022-02-16,2022-02-25,02,T1,LC09_L2SP_040037_20220216_20220225_02_T1
20,L,C,09,L2SP,041,036,2021-12-05,2022-01-20,02,T1,LC09_L2SP_041036_20211205_20220120_02_T1
21,L,C,09,L2SP,041,036,2022-01-06,2022-01-22,02,T1,LC09_L2SP_041036_20220106_20220122_02_T1
22,L,C,09,L2SP,041,036,2022-01-22,2022-01-24,02,T1,LC09_L2SP_041036_20220122_20220124_02_T1
23,L,C,09,L2SP,041,036,2022-02-07,2022-02-09,02,T1,LC09_L2SP_041036_20220207_20220209_02_T1
24,L,C,09,L2SP,041,036,2022-03-11,2022-03-13,02,T1,LC09_L2SP_041036_20220311_20220313_02_T1
25,L,C,09,L2SP,041,037,2021-12-05,2022-01-20,02,T1,LC09_L2SP_041037_20211205_20220120_02_T1
26,L,C,09,L2SP,041,037,2022-01-06,2022-01-22,02,T1,LC09_L2SP_041037_20220106_20220122_02_T1
27,L,C,09,L2SP,041,037,2022-01-22,2022-01-24,02,T1,LC09_L2SP_041037_20220122_20220124_02_T1
28,L,C,09,L2SP,041,037,2022-02-07,2022-02-09,02,T1,LC09_L2SP_041037_20220207_20220209_02_T1
29,L,C,09,L2SP,041,037,2022-02-23,2022-02-25,02,T1,LC09_L2SP_041037_20220223_20220225_02_T1
30,L,C,08,L2SP,040,036,2013-04-20,2020-09-13,02,T1,LC08_L2SP_040036_20130420_20200913_02_T1
31,L,C,08,L2SP,040,036,2013-05-22,2020-09-13,02,T1,LC08_L2SP_040036_20130522_20200913_02_T1
32,L,C,08,L2SP,040,036,2013-06-07,2020-09-13,02,T1,LC08_L2SP_040036_20130607_20200913_02_T1
33,L,C,08,L2SP,040,036,2013-06-23,2020-09-12,02,T1,LC08_L2SP_040036_20130623_20200912_02_T1
34,L,C,08,L2SP,040,036,2013-07-25,2020-09-12,02,T1,LC08_L2SP_040036_20130725_20200912_02_T1
35,L,C,08,L2SP,040,036,2013-09-11,2020-09-12,02,T1,LC08_L2SP_040036_20130911_20200912_02_T1
36,L,C,08,L2SP,040,036,2013-09-27,2020-09-12,02,T1,LC08_L2SP_040036_20130927_20200912_02_T1
37,L,C,08,L2SP,040,036,2013-10-13,2020-09-13,02,T1,LC08_L2SP_040036_20131013_20200913_02_T1
38,L,C,08,L2SP,040,036,2013-10-29,2020-09-12,02,T1,LC08_L2SP_040036_20131029_20200912_02_T1
39,L,C,08,L2SP,040,036,2013-11-14,2020-09-12,02,T1,LC08_L2SP_040036_20131114_20200912_02_T1
40,L,C,08,L2SP,040,036,2013-11-30,2020-09-12,02,T1,LC08_L2SP_040036_20131130_20200912_02_T1
41,L,C,08,L2SP,040,036,2013-12-16,2020-09-12,02,T1,LC08_L2SP_040036_20131216_20200912_02_T1
42,L,C,08,L2SP,040,036,2014-01-01,2020-09-12,02,T1,LC08_L2SP_040036_20140101_20200912_02_T1
43,L,C,08,L2SP,040,036,2014-01-17,2020-09-12,02,T1,LC08_L2SP_040036_20140117_20200912_02_T1
44,L,C,08,L2SP,040,036,2014-02-18,2020-09-11,02,T1,LC08_L2SP_040036_20140218_20200911_02_T1
45,L,C,08,L2SP,040,036,2014-03-06,2020-09-11,02,T1,LC08_L2SP_040036_20140306_20200911_02_T1
46,L,C,08,L2SP,040,036,2014-03-22,2020-09-11,02,T1,LC08_L2SP_040036_20140322_20200911_02_T1
47,L,C,08,L2SP,040,036,2014-04-07,2020-09-11,02,T1,LC08_L2SP_040036_20140407_20200911_02_T1
48,L,C,08,L2SP,040,036,2014-04-23,2020-09-11,02,T1,LC08_L2SP_040036_20140423_20200911_02_T1
49,L,C,08,L2SP,040,036,2014-05-25,2020-09-11,02,T1,LC08_L2SP_040036_20140525_20200911_02_T1
50,L,C,08,L2SP,040,036,2014-06-10,2020-09-11,02,T1,LC08_L2SP_040036_20140610_20200911_02_T1
51,L,C,08,L2SP,040,036,2014-07-12,2020-09-11,02,T1,LC08_L2SP_040036_20140712_20200911_02_T1
52,L,C,08,L2SP,040,036,2014-08-13,2020-09-11,02,T1,LC08_L2SP_040036_20140813_20200911_02_T1
53,L,C,08,L2SP,040,036,2014-08-29,2020-09-11,02,T1,LC08_L2SP_040036_20140829_20200911_02_T1
54,L,C,08,L2SP,040,036,2014-09-14,2020-09-10,02,T1,LC08_L2SP_040036_20140914_20200910_02_T1
55,L,C,08,L2SP,040,036,2014-09-30,2020-09-10,02,T1,LC08_L2SP_040036_20140930_20200910_02_T1
56,L,C,08,L2SP,040,036,2014-10-16,2020-09-10,02,T1,LC08_L2SP_040036_20141016_20200910_02_T1
57,L,C,08,L2SP,040,036,2014-11-01,2020-09-10,02,T1,LC08_L2SP_040036_20141101_20200910_02_T1
58,L,C,08,L2SP,040,036,2014-11-17,2020-09-10,02,T1,LC08_L2SP_040036_20141117_20200910_02_T1
59,L,C,08,L2SP,040,036,2014-12-19,2020-09-10,02,T1,LC08_L2SP_040036_20141219_20200910_02_T1
60,L,C,08,L2SP,040,036,2015-01-04,2020-09-10,02,T1,LC08_L2SP_040036_20150104_20200910_02_T1
61,L,C,08,L2SP,040,036,2015-02-05,2020-09-09,02,T1,LC08_L2SP_040036_20150205_20200909_02_T1
62,L,C,08,L2SP,040,036,2015-02-21,2020-09-10,02,T1,LC08_L2SP_040036_20150221_20200910_02_T1
63,L,C,08,L2SP,040,036,2015-03-09,2020-09-10,02,T1,LC08_L2SP_040036_20150309_20200910_02_T1
64,L,C,08,L2SP,040,036,2015-03-25,2020-09-09,02,T1,LC08_L2SP_040036_20150325_20200909_02_T1
65,L,C,08,L2SP,040,036,2015-05-12,2020-10-15,02,T1,LC08_L2SP_040036_20150512_20201015_02_T1
66,L,C,08,L2SP,040,036,2015-05-28,2020-09-09,02,T1,LC08_L2SP_040036_20150528_20200909_02_T1
67,L,C,08,L2SP,040,036,2015-06-13,2020-09-09,02,T1,LC08_L2SP_040036_20150613_20200909_02_T1
68,L,C,08,L2SP,040,036,2015-06-29,2020-09-09,02,T1,LC08_L2SP_040036_20150629_20200909_02_T1
69,L,C,08,L2SP,040,036,2015-07-15,2020-09-08,02,T1,LC08_L2SP_040036_20150715_20200908_02_T1
70,L,C,08,L2SP,040,036,2015-07-31,2020-09-09,02,T1,LC08_L2SP_040036_20150731_20200909_02_T1
71,L,C,08,L2SP,040,036,2015-08-16,2020-09-08,02,T1,LC08_L2SP_040036_20150816_20200908_02_T1
72,L,C,08,L2SP,040,036,2015-09-01,2020-09-08,02,T1,LC08_L2SP_040036_20150901_20200908_02_T1
73,L,C,08,L2SP,040,036,2015-09-17,2020-09-08,02,T1,LC08_L2SP_040036_20150917_20200908_02_T1
74,L,C,08,L2SP,040,036,2015-10-03,2020-09-08,02,T1,LC08_L2SP_040036_20151003_20200908_02_T1
75,L,C,08,L2SP,040,036,2015-11-20,2020-09-08,02,T1,LC08_L2SP_040036_20151120_20200908_02_T1
76,L,C,08,L2SP,040,036,2016-02-08,2020-09-07,02,T1,LC08_L2SP_040036_20160208_20200907_02_T1
77,L,C,08,L2SP,040,036,2016-02-24,2020-09-07,02,T1,LC08_L2SP_040036_20160224_20200907_02_T1
78,L,C,08,L2SP,040,036,2016-03-27,2020-09-07,02,T1,LC08_L2SP_040036_20160327_20200907_02_T1
79,L,C,08,L2SP,040,036,2016-04-12,2020-09-07,02,T1,LC08_L2SP_040036_20160412_20200907_02_T1
80,L,C,08,L2SP,040,036,2016-05-14,2020-09-07,02,T1,LC08_L2SP_040036_20160514_20200907_02_T1
81,L,C,08,L2SP,040,036,2016-05-30,2020-09-06,02,T1,LC08_L2SP_040036_20160530_20200906_02_T1
82,L,C,08,L2SP,040,036,2016-06-15,2020-09-06,02,T1,LC08_L2SP_040036_20160615_20200906_02_T1
83,L,C,08,L2SP,040,036,2016-08-02,2020-09-06,02,T1,LC08_L2SP_040036_20160802_20200906_02_T1
84,L,C,08,L2SP,040,036,2016-08-18,2020-09-06,02,T1,LC08_L2SP_040036_20160818_20200906_02_T1
85,L,C,08,L2SP,040,036,2016-09-03,2020-09-06,02,T1,LC08_L2SP_040036_20160903_20200906_02_T1
86,L,C,08,L2SP,040,036,2016-09-19,2020-09-06,02,T1,LC08_L2SP_040036_20160919_20200906_02_T1
87,L,C,08,L2SP,040,036,2016-10-05,2020-09-06,02,T1,LC08_L2SP_040036_20161005_20200906_02_T1
88,L,C,08,L2SP,040,036,2016-10-21,2020-09-05,02,T1,LC08_L2SP_040036_20161021_20200905_02_T1
89,L,C,08,L2SP,040,036,2016-11-06,2020-09-05,02,T1,LC08_L2SP_040036_20161106_20200905_02_T1
90,L,C,08,L2SP,040,036,2016-11-22,2020-09-05,02,T1,LC08_L2SP_040036_20161122_20200905_02_T1
91,L,C,08,L2SP,040,036,2016-12-08,2020-09-05,02,T1,LC08_L2SP_040036_20161208_20200905_02_T1
92,L,C,08,L2SP,040,036,2017-01-25,2020-09-05,02,T1,LC08_L2SP_040036_20170125_20200905_02_T1
93,L,C,08,L2SP,040,036,2017-03-14,2020-09-04,02,T1,LC08_L2SP_040036_20170314_20200904_02_T1
94,L,C,08,L2SP,040,036,2017-03-30,2020-09-04,02,T1,LC08_L2SP_040036_20170330_20200904_02_T1
95,L,C,08,L2SP,040,036,2017-04-15,2020-09-04,02,T1,LC08_L2SP_040036_20170415_20200904_02_T1
96,L,C,08,L2SP,040,036,2017-05-01,2020-09-04,02,T1,LC08_L2SP_040036_20170501_20200904_02_T1
97,L,C,08,L2SP,040,036,2017-06-02,2020-09-03,02,T1,LC08_L2SP_040036_20170602_20200903_02_T1
98,L,C,08,L2SP,040,036,2017-07-04,2020-09-03,02,T1,LC08_L2SP_040036_20170704_20200903_02_T1
99,L,C,08,L2SP,040,036,2017-07-20,2020-09-03,02,T1,LC08_L2SP_040036_20170720_20200903_02_T1
100,L,C,08,L2SP,040,036,2017-08-05,2020-09-03,02,T1,LC08_L2SP_040036_20170805_20200903_02_T1
101,L,C,08,L2SP,040,036,2017-08-21,2020-09-03,02,T1,LC08_L2SP_040036_20170821_20200903_02_T1
102,L,C,08,L2SP,040,036,2017-09-06,2020-09-03,02,T1,LC08_L2SP_040036_20170906_20200903_02_T1
103,L,C,08,L2SP,040,036,2017-09-22,2020-09-03,02,T1,LC08_L2SP_040036_20170922_20200903_02_T1
104,L,C,08,L2SP,040,036,2017-10-08,2020-09-03,02,T1,LC08_L2SP_040036_20171008_20200903_02_T1
105,L,C,08,L2SP,040,036,2017-10-24,2020-09-02,02,T1,LC08_L2SP_040036_20171024_20200902_02_T1
106,L,C,08,L2SP,040,036,2017-11-09,2020-09-02,02,T1,LC08_L2SP_040036_20171109_20200902_02_T1
107,L,C,08,L2SP,040,036,2017-11-25,2020-09-02,02,T1,LC08_L2SP_040036_20171125_20200902_02_T1
108,L,C,08,L2SP,040,036,2017-12-27,2020-09-02,02,T1,LC08_L2SP_040036_20171227_20200902_02_T1
109,L,C,08,L2SP,040,036,2018-01-12,2020-09-02,02,T1,LC08_L2SP_040036_20180112_20200902_02_T1
110,L,C,08,L2SP,040,036,2018-01-28,2020-09-02,02,T1,LC08_L2SP_040036_20180128_20200902_02_T1
111,L,C,08,L2SP,040,036,2018-02-13,2020-09-02,02,T1,LC08_L2SP_040036_20180213_20200902_02_T1
112,L,C,08,L2SP,040,036,2018-03-17,2020-09-01,02,T1,LC08_L2SP_040036_20180317_20200901_02_T1
113,L,C,08,L2SP,040,036,2018-04-02,2020-09-01,02,T1,LC08_L2SP_040036_20180402_20200901_02_T1
114,L,C,08,L2SP,040,036,2018-04-18,2020-09-01,02,T1,LC08_L2SP_040036_20180418_20200901_02_T1
115,L,C,08,L2SP,040,036,2018-05-04,2020-09-01,02,T1,LC08_L2SP_040036_20180504_20200901_02_T1
116,L,C,08,L2SP,040,036,2018-06-05,2020-08-31,02,T1,LC08_L2SP_040036_20180605_20200831_02_T1
117,L,C,08,L2SP,040,036,2018-06-21,2020-08-31,02,T1,LC08_L2SP_040036_20180621_20200831_02_T1
118,L,C,08,L2SP,040,036,2018-07-07,2020-08-31,02,T1,LC08_L2SP_040036_20180707_20200831_02_T1
119,L,C,08,L2SP,040,036,2018-07-23,2020-08-31,02,T1,LC08_L2SP_040036_20180723_20200831_02_T1
120,L,C,08,L2SP,040,036,2018-08-08,2020-08-31,02,T1,LC08_L2SP_040036_20180808_20200831_02_T1
121,L,C,08,L2SP,040,036,2018-08-24,2020-08-31,02,T1,LC08_L2SP_040036_20180824_20200831_02_T1
122,L,C,08,L2SP,040,036,2018-09-09,2020-08-30,02,T1,LC08_L2SP_040036_20180909_20200830_02_T1
123,L,C,08,L2SP,040,036,2018-09-25,2020-08-30,02,T1,LC08_L2SP_040036_20180925_20200830_02_T1
124,L,C,08,L2SP,040,036,2018-10-11,2020-08-30,02,T1,LC08_L2SP_040036_20181011_20200830_02_T1
125,L,C,08,L2SP,040,036,2018-10-27,2020-08-30,02,T1,LC08_L2SP_040036_20181027_20200830_02_T1
126,L,C,08,L2SP,040,036,2018-11-12,2020-08-30,02,T1,LC08_L2SP_040036_20181112_20200830_02_T1
127,L,C,08,L2SP,040,036,2018-11-28,2020-08-30,02,T1,LC08_L2SP_040036_20181128_20200830_02_T1
128,L,C,08,L2SP,040,036,2018-12-30,2020-08-30,02,T1,LC08_L2SP_040036_20181230_20200830_02_T1
129,L,C,08,L2SP,040,036,2019-03-04,2020-08-29,02,T1,LC08_L2SP_040036_20190304_20200829_02_T1
130,L,C,08,L2SP,040,036,2019-04-05,2020-08-29,02,T1,LC08_L2SP_040036_20190405_20200829_02_T1
131,L,C,08,L2SP,040,036,2019-04-21,2020-08-29,02,T1,LC08_L2SP_040036_20190421_20200829_02_T1
132,L,C,08,L2SP,040,036,2019-05-07,2020-08-28,02,T1,LC08_L2SP_040036_20190507_20200828_02_T1
133,L,C,08,L2SP,040,036,2019-06-24,2020-08-27,02,T1,LC08_L2SP_040036_20190624_20200827_02_T1
134,L,C,08,L2SP,040,036,2019-07-10,2020-08-27,02,T1,LC08_L2SP_040036_20190710_20200827_02_T1
135,L,C,08,L2SP,040,036,2019-07-26,2020-08-27,02,T1,LC08_L2SP_040036_20190726_20200827_02_T1
136,L,C,08,L2SP,040,036,2019-08-11,2020-08-27,02,T1,LC08_L2SP_040036_20190811_20200827_02_T1
137,L,C,08,L2SP,040,036,2019-09-12,2020-08-26,02,T1,LC08_L2SP_040036_20190912_20200826_02_T1
138,L,C,08,L2SP,040,036,2019-09-28,2020-08-25,02,T1,LC08_L2SP_040036_20190928_20200825_02_T1
139,L,C,08,L2SP,040,036,2019-10-14,2020-08-25,02,T1,LC08_L2SP_040036_20191014_20200825_02_T1
140,L,C,08,L2SP,040,036,2019-10-30,2020-08-25,02,T1,LC08_L2SP_040036_20191030_20200825_02_T1
141,L,C,08,L2SP,040,036,2019-11-15,2020-08-25,02,T1,LC08_L2SP_040036_20191115_20200825_02_T1
142,L,C,08,L2SP,040,036,2020-01-18,2020-08-23,02,T1,LC08_L2SP_040036_20200118_20200823_02_T1
143,L,C,08,L2SP,040,036,2020-02-03,2020-08-23,02,T1,LC08_L2SP_040036_20200203_20200823_02_T1
144,L,C,08,L2SP,040,036,2020-02-19,2020-08-22,02,T1,LC08_L2SP_040036_20200219_20200822_02_T1
145,L,C,08,L2SP,040,036,2020-04-23,2020-08-22,02,T1,LC08_L2SP_040036_20200423_20200822_02_T1
146,L,C,08,L2SP,040,036,2020-05-09,2020-08-20,02,T1,LC08_L2SP_040036_20200509_20200820_02_T1
147,L,C,08,L2SP,040,036,2020-05-25,2020-08-20,02,T1,LC08_L2SP_040036_20200525_20200820_02_T1
148,L,C,08,L2SP,040,036,2020-06-10,2020-08-24,02,T1,LC08_L2SP_040036_20200610_20200824_02_T1
149,L,C,08,L2SP,040,036,2020-06-26,2020-08-24,02,T1,LC08_L2SP_040036_20200626_20200824_02_T1
150,L,C,08,L2SP,040,036,2020-07-12,2020-09-12,02,T1,LC08_L2SP_040036_20200712_20200912_02_T1
151,L,C,08,L2SP,040,036,2020-07-28,2020-09-08,02,T1,LC08_L2SP_040036_20200728_20200908_02_T1
152,L,C,08,L2SP,040,036,2020-08-29,2020-09-06,02,T1,LC08_L2SP_040036_20200829_20200906_02_T1
153,L,C,08,L2SP,040,036,2020-09-14,2020-09-19,02,T1,LC08_L2SP_040036_20200914_20200919_02_T1
154,L,C,08,L2SP,040,036,2020-09-30,2020-10-07,02,T1,LC08_L2SP_040036_20200930_20201007_02_T1
155,L,C,08,L2SP,040,036,2020-10-16,2020-11-05,02,T1,LC08_L2SP_040036_20201016_20201105_02_T1
156,L,C,08,L2SP,040,036,2020-11-17,2021-03-15,02,T1,LC08_L2SP_040036_20201117_20210315_02_T1
157,L,C,08,L2SP,040,036,2020-12-03,2021-03-13,02,T1,LC08_L2SP_040036_20201203_20210313_02_T1
158,L,C,08,L2SP,040,036,2020-12-19,2021-03-10,02,T1,LC08_L2SP_040036_20201219_20210310_02_T1
159,L,C,08,L2SP,040,036,2021-01-04,2021-03-09,02,T1,LC08_L2SP_040036_20210104_20210309_02_T1
160,L,C,08,L2SP,040,036,2021-02-05,2021-03-02,02,T1,LC08_L2SP_040036_20210205_20210302_02_T1
161,L,C,08,L2SP,040,036,2021-02-21,2021-03-03,02,T1,LC08_L2SP_040036_20210221_20210303_02_T1
162,L,C,08,L2SP,040,036,2021-03-25,2021-04-02,02,T1,LC08_L2SP_040036_20210325_20210402_02_T1
163,L,C,08,L2SP,040,036,2021-04-10,2021-04-16,02,T1,LC08_L2SP_040036_20210410_20210416_02_T1
164,L,C,08,L2SP,040,036,2021-05-28,2021-06-08,02,T1,LC08_L2SP_040036_20210528_20210608_02_T1
165,L,C,08,L2SP,040,036,2021-06-13,2021-06-22,02,T1,LC08_L2SP_040036_20210613_20210622_02_T1
166,L,C,08,L2SP,040,036,2021-07-31,2021-08-10,02,T1,LC08_L2SP_040036_20210731_20210810_02_T1
167,L,C,08,L2SP,040,036,2021-08-16,2021-08-27,02,T1,LC08_L2SP_040036_20210816_20210827_02_T1
168,L,C,08,L2SP,040,036,2021-09-01,2021-09-09,02,T1,LC08_L2SP_040036_20210901_20210909_02_T1
169,L,C,08,L2SP,040,036,2021-09-17,2021-09-25,02,T1,LC08_L2SP_040036_20210917_20210925_02_T1
170,L,C,08,L2SP,040,036,2021-10-03,2021-10-13,02,T1,LC08_L2SP_040036_20211003_20211013_02_T1
171,L,C,08,L2SP,040,036,2021-11-04,2021-11-16,02,T1,LC08_L2SP_040036_20211104_20211116_02_T1
172,L,C,08,L2SP,040,036,2021-11-20,2021-11-30,02,T1,LC08_L2SP_040036_20211120_20211130_02_T1
173,L,C,08,L2SP,040,036,2022-01-07,2022-01-14,02,T1,LC08_L2SP_040036_20220107_20220114_02_T1
174,L,C,08,L2SP,040,036,2022-01-23,2022-01-28,02,T1,LC08_L2SP_040036_20220123_20220128_02_T1
175,L,C,08,L2SP,040,036,2022-02-08,2022-02-22,02,T1,LC08_L2SP_040036_20220208_20220222_02_T1
176,L,C,08,L2SP,040,036,2022-02-24,2022-03-01,02,T1,LC08_L2SP_040036_20220224_20220301_02_T1
177,L,C,08,L2SP,040,037,2013-04-20,2020-09-12,02,T1,LC08_L2SP_040037_20130420_20200912_02_T1
178,L,C,08,L2SP,040,037,2013-05-22,2020-09-13,02,T1,LC08_L2SP_040037_20130522_20200913_02_T1
179,L,C,08,L2SP,040,037,2013-07-09,2020-09-12,02,T1,LC08_L2SP_040037_20130709_20200912_02_T1
180,L,C,08,L2SP,040,037,2013-08-10,2020-09-12,02,T1,LC08_L2SP_040037_20130810_20200912_02_T1
181,L,C,08,L2SP,040,037,2013-09-11,2020-09-13,02,T1,LC08_L2SP_040037_20130911_20200913_02_T1
182,L,C,08,L2SP,040,037,2013-09-27,2020-09-13,02,T1,LC08_L2SP_040037_20130927_20200913_02_T1
183,L,C,08,L2SP,040,037,2013-10-13,2020-09-12,02,T1,LC08_L2SP_040037_20131013_20200912_02_T1
184,L,C,08,L2SP,040,037,2013-10-29,2020-09-12,02,T1,LC08_L2SP_040037_20131029_20200912_02_T1
185,L,C,08,L2SP,040,037,2013-11-14,2020-09-12,02,T1,LC08_L2SP_040037_20131114_20200912_02_T1
186,L,C,08,L2SP,040,037,2013-11-30,2020-09-12,02,T1,LC08_L2SP_040037_20131130_20200912_02_T1
187,L,C,08,L2SP,040,037,2013-12-16,2020-09-12,02,T1,LC08_L2SP_040037_20131216_20200912_02_T1
188,L,C,08,L2SP,040,037,2014-01-01,2020-09-12,02,T1,LC08_L2SP_040037_20140101_20200912_02_T1
189,L,C,08,L2SP,040,037,2014-01-17,2020-09-12,02,T1,LC08_L2SP_040037_20140117_20200912_02_T1
190,L,C,08,L2SP,040,037,2014-02-18,2020-09-11,02,T1,LC08_L2SP_040037_20140218_20200911_02_T1
191,L,C,08,L2SP,040,037,2014-03-06,2020-09-11,02,T1,LC08_L2SP_040037_20140306_20200911_02_T1
192,L,C,08,L2SP,040,037,2014-04-07,2020-09-11,02,T1,LC08_L2SP_040037_20140407_20200911_02_T1
193,L,C,08,L2SP,040,037,2014-05-09,2020-09-11,02,T1,LC08_L2SP_040037_20140509_20200911_02_T1
194,L,C,08,L2SP,040,037,2014-05-25,2020-09-11,02,T1,LC08_L2SP_040037_20140525_20200911_02_T1
195,L,C,08,L2SP,040,037,2014-07-12,2020-09-11,02,T1,LC08_L2SP_040037_20140712_20200911_02_T1
196,L,C,08,L2SP,040,037,2014-07-28,2020-09-11,02,T1,LC08_L2SP_040037_20140728_20200911_02_T1
197,L,C,08,L2SP,040,037,2014-08-29,2020-09-11,02,T1,LC08_L2SP_040037_20140829_20200911_02_T1
198,L,C,08,L2SP,040,037,2014-09-14,2020-09-10,02,T1,LC08_L2SP_040037_20140914_20200910_02_T1
199,L,C,08,L2SP,040,037,2014-09-30,2020-09-10,02,T1,LC08_L2SP_040037_20140930_20200910_02_T1
200,L,C,08,L2SP,040,037,2014-11-01,2020-09-10,02,T1,LC08_L2SP_040037_20141101_20200910_02_T1
201,L,C,08,L2SP,040,037,2014-11-17,2020-09-10,02,T1,LC08_L2SP_040037_20141117_20200910_02_T1
202,L,C,08,L2SP,040,037,2014-12-19,2020-09-10,02,T1,LC08_L2SP_040037_20141219_20200910_02_T1
203,L,C,08,L2SP,040,037,2015-01-04,2020-09-10,02,T1,LC08_L2SP_040037_20150104_20200910_02_T1
204,L,C,08,L2SP,040,037,2015-02-05,2020-09-09,02,T1,LC08_L2SP_040037_20150205_20200909_02_T1
205,L,C,08,L2SP,040,037,2015-03-09,2020-09-09,02,T1,LC08_L2SP_040037_20150309_20200909_02_T1
206,L,C,08,L2SP,040,037,2015-03-25,2020-09-09,02,T1,LC08_L2SP_040037_20150325_20200909_02_T1
207,L,C,08,L2SP,040,037,2015-04-10,2020-09-09,02,T1,LC08_L2SP_040037_20150410_20200909_02_T1
208,L,C,08,L2SP,040,037,2015-05-12,2020-09-09,02,T1,LC08_L2SP_040037_20150512_20200909_02_T1
209,L,C,08,L2SP,040,037,2015-07-15,2020-09-08,02,T1,LC08_L2SP_040037_20150715_20200908_02_T1
210,L,C,08,L2SP,040,037,2015-08-16,2020-09-09,02,T1,LC08_L2SP_040037_20150816_20200909_02_T1
211,L,C,08,L2SP,040,037,2015-09-01,2020-09-08,02,T1,LC08_L2SP_040037_20150901_20200908_02_T1
212,L,C,08,L2SP,040,037,2015-11-20,2020-09-08,02,T1,LC08_L2SP_040037_20151120_20200908_02_T1
213,L,C,08,L2SP,040,037,2016-02-08,2020-09-07,02,T1,LC08_L2SP_040037_20160208_20200907_02_T1
214,L,C,08,L2SP,040,037,2016-02-24,2020-09-07,02,T1,LC08_L2SP_040037_20160224_20200907_02_T1
215,L,C,08,L2SP,040,037,2016-03-27,2020-09-07,02,T1,LC08_L2SP_040037_20160327_20200907_02_T1
216,L,C,08,L2SP,040,037,2016-04-12,2020-09-07,02,T1,LC08_L2SP_040037_20160412_20200907_02_T1
217,L,C,08,L2SP,040,037,2016-06-15,2020-09-06,02,T1,LC08_L2SP_040037_20160615_20200906_02_T1
218,L,C,08,L2SP,040,037,2016-08-02,2020-09-06,02,T1,LC08_L2SP_040037_20160802_20200906_02_T1
219,L,C,08,L2SP,040,037,2016-08-18,2020-09-06,02,T1,LC08_L2SP_040037_20160818_20200906_02_T1
220,L,C,08,L2SP,040,037,2016-09-03,2020-09-06,02,T1,LC08_L2SP_040037_20160903_20200906_02_T1
221,L,C,08,L2SP,040,037,2016-10-05,2020-09-06,02,T1,LC08_L2SP_040037_20161005_20200906_02_T1
222,L,C,08,L2SP,040,037,2016-10-21,2020-09-05,02,T1,LC08_L2SP_040037_20161021_20200905_02_T1
223,L,C,08,L2SP,040,037,2016-11-06,2020-09-05,02,T1,LC08_L2SP_040037_20161106_20200905_02_T1
224,L,C,08,L2SP,040,037,2016-11-22,2020-09-05,02,T1,LC08_L2SP_040037_20161122_20200905_02_T1
225,L,C,08,L2SP,040,037,2016-12-08,2020-09-05,02,T1,LC08_L2SP_040037_20161208_20200905_02_T1
226,L,C,08,L2SP,040,037,2016-12-24,2020-09-05,02,T1,LC08_L2SP_040037_20161224_20200905_02_T1
227,L,C,08,L2SP,040,037,2017-01-25,2020-09-05,02,T1,LC08_L2SP_040037_20170125_20200905_02_T1
